Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / AUD,Price / AUD,Compare At Price / AUD,Included / CAD,Price / CAD,Compare At Price / CAD,Included / GBP,Price / GBP,Compare At Price / GBP,Included / INR,Price / INR,Compare At Price / INR,Included / NLD,Price / NLD,Compare At Price / NLD,Status
vellanki-sakinalu,Sakinalu,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Sakinalu
To be consumed with in 1 month
                                </p>
                        
                    </div>",Vellanki Foods,,,"HSN:21069099, Namkeen, Indian Snacks",FALSE,Size,250gms,,,,,vellanki-sakinalu-0,250,,20,deny,manual,7,10,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Sakinalu-720x400_8dbbe53b-eff8-48b2-95fb-60d3cb3ff77f.jpg?v=1649734827,1,vellanki-sakinalu-cherrypick,FALSE,Buy Vellanki Foods Sakinalu Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Sakinalu-720x400_ff6972e3-445a-4d2f-954c-8a76c8b23e84.jpg?v=1672859120,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,7.5,TRUE,180,,TRUE,7,8.5,draft
vellanki-sakinalu,,,,,,,,,500gms,,,,,vellanki-sakinalu-1,500,,0,deny,manual,13.5,14,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Sakinalu-720x400.jpg?v=1649734827,2,vellanki-sakinalu-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Sakinalu-720x400_ff6972e3-445a-4d2f-954c-8a76c8b23e84.jpg?v=1672859120,g,,,,,,,,,,,10.5,11,,362,,,11.5,12.5,
vellanki-sakinalu,,,,,,,,,1 Kg,,,,,vellanki-sakinalu-2,1000,,0,deny,manual,26,27,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Sakinalu-720x400_489fe77b-370d-4b1b-bfac-47245d3416c6.jpg?v=1654494095,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Sakinalu-720x400_ff6972e3-445a-4d2f-954c-8a76c8b23e84.jpg?v=1672859120,g,,,,,,,,,,,21,21,,718,,,23,23,
vellanki-sakinalu,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Sakinalu-720x400_ff6972e3-445a-4d2f-954c-8a76c8b23e84.jpg?v=1672859120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-chekkalu-round,Chekkalu (Round),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                A classic Andhra rice cracker which is undoubtedly one of the most commonly consumed savouries across the state. Made with rice flour and chana dal, Chekkalu is crunchy and flavourful throughout its composition. We Indians have the pleasure of housing several festivals and functions through the year, and Chekkalu is an important part of most of those occasions. Another advantage of Chekkalu is the long shelf life it comes with. When you Buy Vellanki Foods ’ Chekkalu, you can take a piece of the city wherever you go.



                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Rice flour, Bengal gram (Senagapappu), Butter, Green chillies, Salt, Sunflower Oil.</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Namkeen, Indian Snacks",TRUE,Size,250gms,,,,,vellanki-chekkalu-(round)-0,250,,0,deny,manual,7.5,10,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/chekkalu-720x400_be5c780b-6119-4296-94df-6927a5dcdf18.jpg?v=1649734828,1,vellanki-chekkalu-round-cherrypick,FALSE,Buy Vellanki Foods Chekkalu (Round) Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/chekkalu-720x400_b08fd4d8-9d64-41d7-ac65-a580b59bd44a.jpg?v=1672859376,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,8,TRUE,201,,TRUE,7,9,active
vellanki-chekkalu-round,,,,,,,,,500gms,,,,,vellanki-chekkalu-(round)-1,500,,-5,deny,manual,14,14.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/chekkalu-720x400_e1e1c0f6-d707-4488-a77f-fd49cb6c7d9b.jpg?v=1654494225,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/chekkalu-720x400_b08fd4d8-9d64-41d7-ac65-a580b59bd44a.jpg?v=1672859376,g,,,,,,,,,,,11,11.5,,404,,,12,13,
vellanki-chekkalu-round,,,,,,,,,1 Kg,,,,,vellanki-chekkalu-(round)-2,1000,,-2,deny,manual,27.5,28,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/chekkalu-720x400.jpg?v=1663794106,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/chekkalu-720x400_b08fd4d8-9d64-41d7-ac65-a580b59bd44a.jpg?v=1672859376,g,,,,,,,,,,,22,22,,801,,,24,24,
vellanki-chekkalu-round,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/chekkalu-720x400_b08fd4d8-9d64-41d7-ac65-a580b59bd44a.jpg?v=1672859376,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-chekkalubig,Chekkalu(Big),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Be it to accompany movie marathons, an exciting cricket match, or simply a lazy Sunday afternoon spent with family, a Hyderabadi’s mind always goes to Chekkalu.
At Vellanki Foods, our big Chekkalus are prepared with rice flour, bengal gram and spicy flavours to create an absolutely irresistible snack. Be warned, the crunchy bite of the Chekkalu can be heard all the way to the next room - so you will never be able to eat the entire packet alone! To make any meal, function or festival special, order Chekkalu form Vellanki Foods now.

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Rice flour, Bengal gram (Senagapappu), Butter, Green chillies, Salt, Sunflower Oil</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Namkeen, Indian Snacks",FALSE,Size,250gms,,,,,vellanki-chekkalu(big)-0,250,,0,deny,manual,7.5,10,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Chekkalu_Big_-720x400_529d25c7-4ae6-4819-916c-11640410a8b6.jpg?v=1649734828,1,vellanki-chekkalubig-cherrypick,FALSE,Buy Vellanki Foods Chekkalu(Big) Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Chekkalu_Big_-720x400_fbe0328c-965c-416f-a376-31f3e4043a6f.jpg?v=1672859404,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,8,TRUE,196,,TRUE,7,8.5,draft
vellanki-chekkalubig,,,,,,,,,500gms,,,,,vellanki-chekkalu(big)-1,500,,0,deny,manual,14,14.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Chekkalu_Big_-720x400_580c1399-cdd6-43fe-a299-b92890171028.jpg?v=1654494252,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Chekkalu_Big_-720x400_fbe0328c-965c-416f-a376-31f3e4043a6f.jpg?v=1672859404,g,,,,,,,,,,,11,11.5,,393,,,12,13,
vellanki-chekkalubig,,,,,,,,,1 Kg,,,,,vellanki-chekkalu(big)-2,1000,,0,deny,manual,27,27.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Chekkalu_Big_-720x400.jpg?v=1663794127,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Chekkalu_Big_-720x400_fbe0328c-965c-416f-a376-31f3e4043a6f.jpg?v=1672859404,g,,,,,,,,,,,21.5,22,,780,,,23.5,24,
vellanki-chekkalubig,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Chekkalu_Big_-720x400_fbe0328c-965c-416f-a376-31f3e4043a6f.jpg?v=1672859404,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-venna-vundalu,Venna Vundalu,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
Butter makes better - a truth which we, at Vellanki Foods, have experienced first hand. You will, too, once you try out our Venna Vundalus! Literally and aptly translating to “butter balls”, our Venna Vundalus are the bite-sized, crispy alternative to your movie-time popcorn!


Steering a little away from the traditional style, we have used rice flour in place of maida and jaggery in place of sugar to give you a lip-smacking snack that you can binge on without worry. Order now and try it for yourself!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Rice flour, Jaggery,  Oil  .</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-venna-vundalu-0,250,,10,deny,manual,6.5,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Venna_Vundalu-_2_-720x400_53278d7d-7412-4f55-ad1f-963529c9d699.jpg?v=1649734829,1,vellanki-venna-vundalu-cherrypick,FALSE,Buy Vellanki Foods Venna Vundalu Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Venna_Vundalu-_2_-720x400_a5c5019f-8191-4cf8-b434-f1cb8e4b6bf0.jpg?v=1672859300,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,7.5,TRUE,180,,TRUE,7,8.5,active
vellanki-venna-vundalu,,,,,,,,,500gms,,,,,vellanki-venna-vundalu-1,500,,18,deny,manual,13,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Venna_Vundalu-_2_-720x400.jpg?v=1649734829,2,vellanki-venna-vundalu-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Venna_Vundalu-_2_-720x400_a5c5019f-8191-4cf8-b434-f1cb8e4b6bf0.jpg?v=1672859300,g,,,,,,,,,,,10.5,11,,362,,,11.5,12.5,
vellanki-venna-vundalu,,,,,,,,,1 Kg,,,,,vellanki-venna-vundalu-2,1000,,0,deny,manual,24,24.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Venna_Vundalu-_2_-720x400_c30fe7ec-5aa5-45b9-a67c-d6ab95f3b1bd.jpg?v=1654494169,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Venna_Vundalu-_2_-720x400_a5c5019f-8191-4cf8-b434-f1cb8e4b6bf0.jpg?v=1672859300,g,,,,,,,,,,,21,21,,718,,,23,23,
vellanki-venna-vundalu,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Venna_Vundalu-_2_-720x400_a5c5019f-8191-4cf8-b434-f1cb8e4b6bf0.jpg?v=1672859300,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-vellulli-karam-garlic,Vellulli Karam - Garlic,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Have you ever stood by the stove, just taking in the aroma of whole garlic frying in your pan? If yes, you will fall head over heels in love with our mouth-watering Vellulli Karam! When stored in a moisture-free airtight container, the coarse powder stays fresh and delicious for over three months.
No meal remains the same once it comes in contact with our Vellulli Karam! If you feel that your idlis are too bland, sprinkle a bit of Vellulli Karam on them and watch them instantly transform in front of your eyes. Don’t be surprised if you or your family members gobble up more than your usual share at the breakfast table!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Garlic, Curry leaves, Coriander seeds, Black gram( Urad dal), Bengal gram, Red chilli powder, Salt, Cumin seeds</li>
                                </ul>
                    </div>",Vellanki Foods,,,"chilli powder, HSN:21069099",TRUE,Size,250gms,,,,,vellanki-vellulli-karam---garlic-0,250,,-8,deny,manual,6.5,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/garlic_powder-720x400.jpg?v=1663890620,1,,FALSE,Buy Vellanki Foods Vellulli Karam - Garlic Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/garlic_powder-720x400_895ecfbb-63c1-41f4-93f3-0d08f072043a.jpg?v=1672859096,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,8,TRUE,191,,TRUE,7,8.5,active
vellanki-vellulli-karam-garlic,,,,,,,,,500gms,,,,,vellanki-vellulli-karam---garlic-1,500,,18,deny,manual,13.5,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/garlic_powder-720x400_4f5f0221-11b5-4359-896b-1f5499dc968a.jpg?v=1664345327,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/garlic_powder-720x400_895ecfbb-63c1-41f4-93f3-0d08f072043a.jpg?v=1672859096,g,,,,,,,,,,,10.5,11.5,,383,,,11.5,13,
vellanki-vellulli-karam-garlic,,,,,,,,,1 Kg,,,,,vellanki-vellulli-karam---garlic-2,1000,,20,deny,manual,24.5,25.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/garlic_powder-720x400_0c29bee5-7276-4e60-9e2c-260d83ed157e.jpg?v=1664348420,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/garlic_powder-720x400_895ecfbb-63c1-41f4-93f3-0d08f072043a.jpg?v=1672859096,g,,,,,,,,,,,21.5,21.5,,759,,,23.5,23.5,
vellanki-vellulli-karam-garlic,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/garlic_powder-720x400_895ecfbb-63c1-41f4-93f3-0d08f072043a.jpg?v=1672859096,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-vellanki-kalakand,Vellanki Kalakand,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
Milk, sugar and ghee - three simple kitchen ingredients, but a winning combination when it comes to the making of Indian sweets and desserts! When ingredients are kept to the bare minimum, the magic is in the making and the idea is to innovate.


Order a box of Vellanki Kalakand, available exclusively at Vellanki Foods, If you want to see just how extraordinary the coming together of these three ordinary ingredients can be! It is our speciality, one that we are so proud of that it bears our name.

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Milk, Sugar, Ghee .</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",FALSE,Size,250gms,,,,,vellanki-vellanki-kalakand-0,250,,0,deny,manual,7,9.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/9_Vellanki_Kalakand-_5_-720x400_85333f65-564c-4d60-b8f0-5cec125d5ace.jpg?v=1649734831,1,vellanki-vellanki-kalakand-cherrypick,FALSE,Buy Vellanki Foods Vellanki Kalakand Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/9_Vellanki_Kalakand-_5_-720x400_a7a8f169-8ce8-46eb-981c-d3e6066ad7b3.jpg?v=1672859302,g,,,TRUE,TRUE,,,TRUE,,,TRUE,6,8.5,TRUE,222,,TRUE,7.5,9,draft
vellanki-vellanki-kalakand,,,,,,,,,500gms,,,,,vellanki-vellanki-kalakand-1,500,,0,deny,manual,14,14.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/9_Vellanki_Kalakand-_5_-720x400.jpg?v=1649734831,2,vellanki-vellanki-kalakand-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/9_Vellanki_Kalakand-_5_-720x400_a7a8f169-8ce8-46eb-981c-d3e6066ad7b3.jpg?v=1672859302,g,,,,,,,,,,,11.5,12,,445,,,12.5,14,
vellanki-vellanki-kalakand,,,,,,,,,1 Kg,,,,,vellanki-vellanki-kalakand-2,1000,,0,deny,manual,26.5,27,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/9_Vellanki_Kalakand-_5_-720x400_6dc193c3-500a-44c7-a646-4bd69c7581f6.jpg?v=1654494171,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/9_Vellanki_Kalakand-_5_-720x400_a7a8f169-8ce8-46eb-981c-d3e6066ad7b3.jpg?v=1672859302,g,,,,,,,,,,,23,23.5,,884,,,25,25.5,
vellanki-vellanki-kalakand,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/9_Vellanki_Kalakand-_5_-720x400_a7a8f169-8ce8-46eb-981c-d3e6066ad7b3.jpg?v=1672859302,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-vampoosa,Vampoosa,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
Crispy, noodle-shaped sibling of the Murukulu, Vampoosa is an Andhra speciality. Its presence, however, has reached far and beyond the borders of the state and found a place in many South Indian homes and hearts.


Made with gram flour and a sprinkling of carom seeds, this deep-fried snack is golden brown and packs a spicy crunch in every bite! No need for an occasion or a special time of day -- you can snack on Vampoosa, all day long!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Gram flour (besan), Carom seeds (Vaamu), Salt, Chilli powder, Sunflower oil.</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Namkeen, Indian Snacks",TRUE,Size,250gms,,,,,vellanki-vampoosa-0,250,,-53,deny,manual,7,10,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Vampoosa-720x400_4c92ac24-ac76-4e38-b6db-721127bb3a2f.jpg?v=1649734831,1,vellanki-vampoosa-cherrypick,FALSE,Buy Vellanki Foods Vampoosa Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Vampoosa-720x400_4bf7fb0c-b3fa-494b-a1c7-77dde9096f03.jpg?v=1672859154,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,7.5,TRUE,180,,TRUE,7,8.5,active
vellanki-vampoosa,,,,,,,,,500gms,,,,,vellanki-vampoosa-1,500,,3,deny,manual,13.5,14,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Vampoosa-720x400.jpg?v=1649734831,2,vellanki-vampoosa-cherrypick,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Vampoosa-720x400_4bf7fb0c-b3fa-494b-a1c7-77dde9096f03.jpg?v=1672859154,g,,,,,,,,,,,10.5,11,,362,,,11.5,12.5,
vellanki-vampoosa,,,,,,,,,1 Kg,,,,,vellanki-vampoosa-2,1000,,3,deny,manual,26,27,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Vampoosa-720x400_59a91ceb-7b79-4f9d-99ac-f4bedb06f8d2.jpg?v=1654494091,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Vampoosa-720x400_4bf7fb0c-b3fa-494b-a1c7-77dde9096f03.jpg?v=1672859154,g,,,,,,,,,,,21,21,,718,,,23,23,
vellanki-vampoosa,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Vampoosa-720x400_4bf7fb0c-b3fa-494b-a1c7-77dde9096f03.jpg?v=1672859154,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-turmeric-powderpasupu-podi,Turmeric Powder(Pasupu Podi),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Turmeric powder is not only a super ingredient that brings its own taste to the dish, but it also brings medicinal benefits. Adding turmeric has been an age old traditional that is being followed from time immemorial and they have done rightly so for all the magical benefits that this condiment brings to the dish. 
                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Turmeric</li>
                                </ul>
                    </div>",Vellanki Foods,,,"chilli powder, Daily Essentials, GN:Spices, HSN:21069099",TRUE,Size,250gms,,,,,vellanki-turmeric-powder(pasupu-podi)-0,250,,19,deny,manual,6,8.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Turmeric_20Powder-720x400.jpg?v=1649734832,1,vellanki-turmeric-powderpasupu-podi-cherrypick,FALSE,Buy Vellanki Foods Turmeric Powder(Pasupu Podi) Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Turmeric_20Powder-720x400_12b32a31-76df-444e-9b84-dfe699b11a43.jpg?v=1672859073,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5,7.5,TRUE,154,,TRUE,6.5,8,active
vellanki-turmeric-powderpasupu-podi,,,,,,,,,500gms,,,,,vellanki-turmeric-powder(pasupu-podi)-1,500,,-3,deny,manual,12.5,12.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Turmeric_20Powder-720x400_75e2a9d6-f09d-48ce-b48a-d83d8dd6b152.jpg?v=1654494055,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Turmeric_20Powder-720x400_12b32a31-76df-444e-9b84-dfe699b11a43.jpg?v=1672859073,g,,,,,,,,,,,10,10.5,,310,,,10.5,12,
vellanki-turmeric-powderpasupu-podi,,,,,,,,,1 Kg,,,,,vellanki-turmeric-powder(pasupu-podi)-2,1000,,10,deny,manual,22.5,23.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Turmeric_20Powder-720x400_eff6da55-c0b9-4bab-ae7d-b60aa3b37b65.jpg?v=1663793851,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Turmeric_20Powder-720x400_12b32a31-76df-444e-9b84-dfe699b11a43.jpg?v=1672859073,g,,,,,,,,,,,19.5,20,,614,,,21.5,21.5,
vellanki-turmeric-powderpasupu-podi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Turmeric_20Powder-720x400_12b32a31-76df-444e-9b84-dfe699b11a43.jpg?v=1672859073,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-tilnuvvula-chikki,Til(Nuvvula Chikki),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Seasme seeds are loaded with nutrients and antioxidants that have many health benefits, they may be the oldest condiment known to mankind. These tiny oil rich seeds are great sources of protein, vitamins and antioxidants. They help in maintaining good skin, bones and hair. Need another reason to make Seasme seeds a part of your regular diet? We have two words for you - Sesame seed candy!


Vellanki foods brings to you all the health benefits of Sesame seeds rolled into one delicious ball of Til Chikki. Introduce your children to this traditional candy snack, and find them falling in love with a sweet, nutty part of your own childhood! Who knows, it may even become an alternative to chocolate! And try a piece yourself - let’s see if your teeth still have it in them to crack into this ball of wholesome goodness!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Sesame Seeds, Peanuts, Jaggery,  Ghee .</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",FALSE,Size,250gms,,,,,vellanki-til(nuvvula-chikki)-0,250,,-1,deny,manual,6.5,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4234-720x400.jpg?v=1649734832,1,vellanki-tilnuvvula-chikki-cherrypick,FALSE,Buy Vellanki Foods Til(Nuvvula Chikki) Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4234-720x400_29569786-182d-47f8-9535-5bc53cb65eda.jpg?v=1672859305,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,8,TRUE,191,,TRUE,7,8.5,active
